Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Bajra,Andhra Pradesh,2019,25000.0,58200.0,2328.0,2000.0,2.567726027,1288.21,2043.45
Bajra,Bihar,2019,3159.0,3582.0,1134.0,2000.0,3.32509589,1752.99,1181.0
Bajra,Chhattisgarh,2019,0.0,0.0,0.0,2000.0,3.877863014,1770.29,2600.0
Bajra,Dadra And Nagar Haveli,2019,52314.87075,1227439.268,9375.547154,2000.0,10.46120548,1068.02,1957.06
Bajra,Delhi,2019,1475.0,3240.0,2197.0,2000.0,1.368410959,1338.78,1970.12
Bajra,Gujarat,2019,435250.0,913155.0,2098.0,2000.0,2.93460274,981.0,1911.09
Bajra,Haryana,2019,492800.0,1019110.0,2068.0,2000.0,1.095753425,1078.0,1932.74
Bajra,Himachal Pradesh,2019,107.0,109.0,1020.0,2000.0,3.314136986,1747.47,1762.98
Bajra,Jammu And Kashmir,2019,9779.0,5819.0,595.0,2000.0,3.29139726,1749.85,1977.33
Bajra,Jharkhand,2019,288.0,205.0,711.0,2000.0,3.205917808,1689.08,1889.28
Bajra,Karnataka,2019,322000.0,367080.0,1140.0,2000.0,3.678,1725.19,1992.25
Bajra,Kerala,2019,225487.4774,2199312.043,10050.73788,2000.0,7.62169863,1004.52,2157.41
Bajra,Madhya Pradesh,2019,295890.0,656580.0,2219.0,2000.0,3.862794521,1333.8,2018.75
Bajra,Maharashtra,2019,672780.0,511986.0,761.0,2000.0,4.069369863,1573.0,2119.38
Bajra,Nagaland,2019,710.0,720.0,1014.0,2000.0,4.291726027,1773.27,2052.32
Bajra,Odisha,2019,1870.0,1159.0,620.0,2000.0,4.413178082,1768.45,2455.82
Bajra,Puducherry,2019,22.0,57.0,2591.0,2000.0,3.491369863,1312.6,2101.37
Bajra,Punjab,2019,500.0,318.0,635.0,2000.0,1.941232877,1672.46,1488.0
Bajra,Rajasthan,2019,4287170.0,4685877.0,1093.0,2000.0,1.792739726,857.0,1493.0
Bajra,Tamil Nadu,2019,67490.0,185125.0,2743.0,2000.0,2.565068493,1334.92,2067.41
Bajra,Telangana,2019,9000.0,10422.0,1158.0,2000.0,3.049972603,1709.29,1942.65
Bajra,Uttar Pradesh,2019,917000.0,1939455.0,2115.0,2000.0,2.394109589,809.0,1939.58
Bajra,West Bengal,2019,68.0,27.0,401.0,2000.0,4.697041096,1765.43,2871.52
Barley,Bihar,2019,7449.0,10198.0,1369.0,1525.0,3.32509589,1686.58,2358.12
Barley,Chhattisgarh,2019,1670.0,1017.0,609.0,1525.0,3.877863014,1777.51,2487.0
Barley,Delhi,2019,60.0,180.0,3000.0,1525.0,1.368410959,1026.03,1792.18
Barley,Haryana,2019,12120.0,46504.0,3837.0,1525.0,1.095753425,1032.36,1906.0
Barley,Himachal Pradesh,2019,20404.0,30810.0,1510.0,1525.0,3.314136986,1599.0,2271.0
Barley,Jammu And Kashmir,2019,7488.0,4485.0,599.0,1525.0,3.29139726,1766.71,2264.89
Barley,Ladakh,2019,0.0,0.0,0.0,1525.0,1.420876712,1716.64,2081.08
Barley,Madhya Pradesh,2019,30000.0,63930.0,2131.0,1525.0,3.862794521,1423.41,2329.21
Barley,Punjab,2019,6200.0,22593.0,3644.0,1525.0,1.941232877,1028.26,1798.73
Barley,Rajasthan,2019,301240.0,979331.0,3251.0,1525.0,1.792739726,849.0,2041.9
Barley,Sikkim,2019,401.0,462.0,1151.0,1525.0,8.967835616,1780.75,2294.22
Barley,Uttar Pradesh,2019,167000.0,523044.0,3132.0,1525.0,2.394109589,834.0,1865.45
Barley,Uttarakhand,2019,24000.0,34344.0,1431.0,1525.0,4.201315068,1668.77,2365.58
Barley,West Bengal,2019,278.0,599.0,2155.0,1525.0,4.697041096,1313.28,2403.94
Castorseed,Andhra Pradesh,2019,38000.0,25992.0,684.0,5556.0,2.567726027,3690.39,4960.488
Castorseed,Assam,2019,748.0,338.0,452.0,5556.0,5.826712329,4005.19,7733.0
Castorseed,Bihar,2019,87.0,84.0,966.0,5525.0,3.32509589,3023.81,7767.39
Castorseed,Gujarat,2019,736590.0,1431931.0,1944.0,1909.8,2.93460274,1582.53,4804.0
Castorseed,Haryana,2019,4200.0,4318.0,1028.0,5517.65,1.095753425,2987.73,4747.670333
Castorseed,Jharkhand,2019,58.0,34.0,594.0,5556.0,3.205917808,3966.96,8088.43
Castorseed,Karnataka,2019,4000.0,3880.0,970.0,5572.57,3.678,3315.71,4342.58
Castorseed,Madhya Pradesh,2019,7000.0,2730.0,390.0,5556.0,3.862794521,4168.12,4524.06
Castorseed,Maharashtra,2019,10630.0,3242.0,305.0,5556.0,4.069369863,4260.63,4382.32
Castorseed,Meghalaya,2019,70.0,63.0,903.0,5556.0,10.57309589,3426.01,7099.2
Castorseed,Nagaland,2019,360.0,240.0,667.0,5556.0,4.291726027,4055.76,7108.6
Castorseed,Odisha,2019,6790.0,4244.0,625.0,5556.0,4.413178082,4125.99,4342.73
Castorseed,Rajasthan,2019,204318.0,326500.0,1598.0,4527.75,1.792739726,2102.58,4533.49
Castorseed,Tamil Nadu,2019,5260.0,1641.0,312.0,5556.0,2.565068493,4082.26,4556.0
Castorseed,Telangana,2019,28000.0,36680.0,1310.0,5511.4,3.049972603,2996.9,4896.575833
Cotton,Andhra Pradesh,2019,657000.0,2508000.0,649.0,5550.0,2.567726027,3344.0,5229.413167
Cotton,Assam,2019,0.0,0.0,0.0,5550.0,5.826712329,4085.31,4733.0
Cotton,Chhattisgarh,2019,0.0,0.0,0.0,5550.0,3.877863014,4213.01,1813.0
Cotton,Gujarat,2019,2655000.0,8617000.0,552.0,5550.0,2.93460274,2998.0,3638.0
Cotton,Gujarat,2019,2655000.0,8617000.0,552.0,5550.0,2.93460274,2998.0,4981.0
Cotton,Haryana,2019,723000.0,2484000.0,584.0,5550.0,1.095753425,2729.0,5476.0
Cotton,Haryana,2019,723000.0,2484000.0,584.0,5550.0,1.095753425,2729.0,5300.0
Cotton,Karnataka,2019,817000.0,2330000.0,485.0,5550.0,3.678,3253.0,4631.601
Cotton,Kerala,2019,0.0,0.0,0.0,5550.0,7.62169863,4091.35,4600.39
Cotton,Madhya Pradesh,2019,650000.0,1646000.0,430.0,5550.0,3.862794521,2625.0,4903.0
Cotton,Maharashtra,2019,4491000.0,6639000.0,251.0,5550.0,4.069369863,3982.0,4762.128333
Cotton,Meghalaya,2019,0.0,0.0,0.0,5550.0,10.57309589,4091.35,4600.39
Cotton,Mizoram,2019,0.0,0.0,0.0,5550.0,5.126410959,4086.63,4603.93
Cotton,Nagaland,2019,0.0,0.0,0.0,5550.0,4.291726027,4250.12,3716.43
Cotton,Odisha,2019,170000.0,579000.0,579.0,5550.0,4.413178082,4081.29,4529.625
Cotton,Puducherry,2019,0.0,0.0,0.0,5550.0,3.491369863,4101.77,4499.0
Cotton,Punjab,2019,248000.0,1206000.0,827.0,5550.0,1.941232877,3050.0,5258.0
Cotton,Punjab,2019,248000.0,1206000.0,827.0,5550.0,1.941232877,3050.0,5485.0
Cotton,Rajasthan,2019,760000.0,2788000.0,624.0,5550.0,1.792739726,2457.0,5506.0
Cotton,Tamil Nadu,2019,170000.0,418000.0,418.0,5550.0,2.565068493,4282.0,5269.0
Cotton,Telangana,2019,2127000.0,6833000.0,546.0,5550.0,3.049972603,3008.0,4543.866
Cotton,Tripura,2019,0.0,0.0,0.0,5550.0,6.345205479,4091.35,4615.95
Cotton,Uttar Pradesh,2019,0.0,0.0,0.0,5550.0,2.394109589,4069.46,5360.43
Cotton,West Bengal,2019,0.0,0.0,0.0,5550.0,4.697041096,4120.91,3742.17
Gram,Andhra Pradesh,2019,459000.0,559062.0,1218.0,4875.0,2.567726027,3052.0,4506.38
Gram,Assam,2019,2176.0,1519.0,698.0,4875.0,5.826712329,3603.75,4716.0
Gram,Bihar,2019,52802.0,38545.0,730.0,4875.0,3.32509589,2304.73,5205.7
Gram,Chhattisgarh,2019,381770.0,88189.0,231.0,4875.0,3.877863014,2266.0,5276.055833
Gram,Delhi,2019,2.0,4.0,2000.0,4875.0,1.368410959,2561.23,8010.89
Gram,Gujarat,2019,405050.0,635118.0,1568.0,4875.0,2.93460274,2520.52,4090.0
Gram,Haryana,2019,43970.0,47136.0,1072.0,4875.0,1.095753425,2487.49,5049.79
Gram,Himachal Pradesh,2019,394.0,422.0,1070.0,4875.0,3.314136986,2629.53,7835.0
Gram,Jammu And Kashmir,2019,9.0,3.0,300.0,4875.0,3.29139726,2874.01,8160.57
Gram,Jharkhand,2019,230073.0,275397.0,1197.0,4875.0,3.205917808,2473.27,4561.01
Gram,Karnataka,2019,864000.0,675648.0,782.0,4875.0,3.678,2820.0,4823.981
Gram,Madhya Pradesh,2019,1926000.0,2729142.0,1417.0,4875.0,3.862794521,2284.0,4475.18
Gram,Maharashtra,2019,2043210.0,2239358.0,1096.0,4875.0,4.069369863,2689.0,4614.55
Gram,Manipur,2019,759.0,696.0,917.0,4875.0,2.90739726,2675.85,6565.78
Gram,Meghalaya,2019,1860.0,1994.0,1072.0,4875.0,10.57309589,3184.12,4327.53
Gram,Nagaland,2019,760.0,640.0,842.0,4875.0,4.291726027,2995.8,6219.79
Gram,Odisha,2019,27820.0,21672.0,779.0,4875.0,4.413178082,2860.2,4885.46
Gram,Punjab,2019,1500.0,1829.0,1219.0,4875.0,1.941232877,2788.14,3825.0
Gram,Rajasthan,2019,2463050.0,2657631.0,1079.0,4875.0,1.792739726,2084.0,4502.236
Gram,Tamil Nadu,2019,5550.0,5139.0,926.0,4875.0,2.565068493,2767.33,6803.0
Gram,Telangana,2019,130000.0,199160.0,1532.0,4875.0,3.049972603,2375.91,4744.32
Gram,Tripura,2019,291.0,180.0,619.0,4875.0,6.345205479,3664.39,7417.0
Gram,Uttar Pradesh,2019,621000.0,851391.0,1371.0,4875.0,2.394109589,3084.0,4484.86
Gram,Uttarakhand,2019,1000.0,763.0,763.0,4875.0,4.201315068,2996.1,5518.23
Gram,West Bengal,2019,36103.0,47403.0,1313.0,4875.0,4.697041096,2731.83,4590.08
Groundnut,Andaman And Nicobar Islands,2019,0.0,0.0,0.0,5090.0,0.0,3589.95,6186.82
Groundnut,Andhra Pradesh,2019,661000.0,848787.0,1284.0,5090.0,2.567726027,2598.0,4640.338333
Groundnut,Arunachal Pradesh,2019,923.0,905.0,981.0,5090.0,7.009479452,3206.58,5138.2
Groundnut,Bihar,2019,841.0,858.0,1020.0,5090.0,3.32509589,2875.67,6826.0
Groundnut,Chhattisgarh,2019,27440.0,41819.0,1524.0,5090.0,3.877863014,3002.4,5149.0
Groundnut,Goa,2019,170.0,426.0,2503.0,5090.0,12.76778082,3446.3,6751.42
Groundnut,Gujarat,2019,1688700.0,4645522.0,2751.0,5090.0,2.93460274,3341.0,4602.77
Groundnut,Haryana,2019,2800.0,3363.0,1201.0,5090.0,1.095753425,2910.33,4409.0
Groundnut,Himachal Pradesh,2019,44.0,51.0,1160.0,5090.0,3.314136986,2898.21,8035.0
Groundnut,Jharkhand,2019,26088.0,28775.0,1103.0,5090.0,3.205917808,2475.01,4533.76
Groundnut,Karnataka,2019,504000.0,502813.0,998.0,5090.0,3.678,4543.0,4876.5475
Groundnut,Kerala,2019,117.0,147.0,1256.0,5090.0,7.62169863,3515.93,6976.96
Groundnut,Madhya Pradesh,2019,221000.0,350659.0,1587.0,5090.0,3.862794521,3150.24,4770.86
Groundnut,Maharashtra,2019,290760.0,308989.0,1063.0,5090.0,4.069369863,3213.0,4849.3975
Groundnut,Manipur,2019,2710.0,2352.0,868.0,5090.0,2.90739726,2876.75,4684.51
Groundnut,Nagaland,2019,2050.0,2148.0,1048.0,5090.0,4.291726027,3085.5,4438.79
Groundnut,Odisha,2019,29430.0,43294.0,1471.0,5090.0,4.413178082,3077.84,4625.08
Groundnut,Puducherry,2019,253.0,759.0,3000.0,5090.0,3.491369863,3495.57,4265.0
Groundnut,Punjab,2019,1800.0,3564.0,1980.0,5090.0,1.941232877,3052.55,3850.0
Groundnut,Rajasthan,2019,739022.0,1619326.0,2191.0,5090.0,1.792739726,1534.0,4018.0
Groundnut,Tamil Nadu,2019,346650.0,1032995.0,2980.0,5090.0,2.565068493,4093.0,5837.0
Groundnut,Telangana,2019,111000.0,265368.0,2391.0,5090.0,3.049972603,2997.75,4611.04
Groundnut,Tripura,2019,2367.0,3360.0,1420.0,5090.0,6.345205479,3355.85,3848.06
Groundnut,Uttar Pradesh,2019,94000.0,88548.0,942.0,5090.0,2.394109589,2364.83,5622.9125
Groundnut,Uttarakhand,2019,1000.0,1089.0,1089.0,5090.0,4.201315068,3043.61,4783.84
Groundnut,West Bengal,2019,71030.0,156097.0,2198.0,5090.0,4.697041096,3101.21,4567.76
Guarseed,Gujarat,2019,321725.0794,1000969.506,1836.691854,1772.85,2.93460274,1581.96,2428.33
Guarseed,Haryana,2019,433870.7252,1630349.072,2273.941726,1771.2,1.095753425,1446.43,2552.2
Guarseed,Punjab,2019,382307.5882,1340968.378,2072.899814,1771.2,1.941232877,1521.13,2509.87
Guarseed,Rajasthan,2019,391363.7192,1391792.855,2108.209184,1771.2,1.792739726,1499.37,2613.8
Guarseed,Uttar Pradesh,2019,354688.0595,1185963.1,1965.21275,1771.2,2.394109589,1552.64,2451.0
Jowar,Andhra Pradesh,2019,155000.0,389111.0,2510.0,2550.0,2.567726027,1486.0,2406.1
Jowar,Bihar,2019,631.0,673.0,1067.0,2550.0,3.32509589,1674.02,906.0
Jowar,Chhattisgarh,2019,2900.0,4069.0,1403.0,2550.0,3.877863014,1623.4,2275.0
Jowar,Delhi,2019,3150.0,3000.0,952.0,2550.0,1.368410959,1556.31,1891.78
Jowar,Gujarat,2019,48920.0,67159.0,1373.0,2550.0,2.93460274,1588.01,2332.0
Jowar,Haryana,2019,29900.0,15787.0,528.0,2550.0,1.095753425,1625.53,2143.86
Jowar,Jharkhand,2019,1796.0,1349.0,751.0,2550.0,3.205917808,1609.18,2093.61
Jowar,Karnataka,2019,826600.0,986981.0,1194.0,2550.0,3.678,1928.0,2278.565
Jowar,Karnataka,2019,826600.0,986981.0,1194.0,2550.0,3.678,1928.0,2278.565
Jowar,Karnataka,2019,826600.0,986981.0,1194.0,2550.0,3.678,1928.0,2278.565
Jowar,Kerala,2019,285.0,235.0,825.0,2550.0,7.62169863,1657.01,2313.66
Jowar,Madhya Pradesh,2019,108000.0,165132.0,1529.0,2550.0,3.862794521,1311.0,2477.62
Jowar,Maharashtra,2019,2290580.0,1807510.0,789.0,2550.0,4.069369863,1529.0,2535.767381
Jowar,Nagaland,2019,280.0,270.0,964.0,2550.0,4.291726027,1712.09,2023.35
Jowar,Odisha,2019,5810.0,3678.0,633.0,2550.0,4.413178082,1702.95,2538.23
Jowar,Puducherry,2019,411767.3086,2454306.429,7261.79473,2550.0,3.491369863,1219.67,2251.06
Jowar,Rajasthan,2019,642840.0,455774.0,709.0,2550.0,1.792739726,1119.0,1844.0
Jowar,Tamil Nadu,2019,450000.0,520065.0,1156.0,2550.0,2.565068493,1396.0,2156.26
Jowar,Telangana,2019,88000.0,123855.0,1407.0,2550.0,3.049972603,1406.72,2430.03
Jowar,Uttar Pradesh,2019,168000.0,226632.0,1349.0,2550.0,2.394109589,1415.15,2377.45
Jowar,West Bengal,2019,180.0,95.0,528.0,2550.0,4.697041096,1711.87,2597.17
Jute,Assam,2019,64247.0,791666.0,2218.0,3950.0,5.826712329,2706.0,2105.0
Jute,Bihar,2019,48390.0,646813.0,2406.0,3950.0,3.32509589,1696.0,2683.72
Jute,Meghalaya,2019,6680.0,68544.0,1847.0,3950.0,10.57309589,2662.12,2942.88
Jute,Nagaland,2019,3080.0,32614.0,1906.0,3950.0,4.291726027,2404.89,3065.99
Jute,Odisha,2019,150.0,1808.0,2169.0,3950.0,4.413178082,2415.16,2859.74
Jute,Tripura,2019,620.0,3170.0,920.0,3950.0,6.345205479,3061.08,2884.81
Jute,West Bengal,2019,505226.0,7901173.0,2815.0,3950.0,4.697041096,2196.0,4148.0
Jute & Mesta,Andhra Pradesh,2019,2000.0,21311.0,1918.0,1771.2,2.567726027,1570.94,2413.88
Jute & Mesta,Assam,2019,67468.0,811672.0,2165.0,1771.2,5.826712329,1366.36,2325.39
Jute & Mesta,Bihar,2019,62087.0,802122.0,2325.0,1771.2,3.32509589,1335.09,2380.86
Jute & Mesta,Chhattisgarh,2019,970.0,1924.0,357.0,5720.19,3.877863014,4451.44,4440.45
Jute & Mesta,Meghalaya,2019,11160.0,95001.0,1532.0,5434.59,10.57309589,3496.47,4084.85
Jute & Mesta,Nagaland,2019,5040.0,44635.0,1594.0,4715.57,4.291726027,2741.54,3569.66
Jute & Mesta,Odisha,2019,4840.0,25231.0,938.0,5725.54,4.413178082,3196.64,3106.09
Jute & Mesta,Tripura,2019,1050.0,5300.0,909.0,5712.89,6.345205479,3335.15,4210.6
Jute & Mesta,West Bengal,2019,517660.0,8067384.0,2805.0,1771.2,4.697041096,1131.44,2841.387333
Lentil,Arunachal Pradesh,2019,454.0,356.0,784.0,4800.0,7.009479452,3314.94,6674.99
Lentil,Assam,2019,24122.0,18429.0,764.0,4800.0,5.826712329,3197.99,4157.0
Lentil,Bihar,2019,143046.0,90119.0,630.0,4800.0,3.32509589,1853.0,5248.9625
Lentil,Chhattisgarh,2019,13810.0,4461.0,323.0,4800.0,3.877863014,2995.63,5075.5
Lentil,Haryana,2019,800.0,900.0,1125.0,4800.0,1.095753425,2613.03,5062.44
Lentil,Himachal Pradesh,2019,490.0,456.0,930.0,4800.0,3.314136986,2603.2,6616.76
Lentil,Jharkhand,2019,62319.0,52909.0,849.0,4800.0,3.205917808,2217.03,5249.0275
Lentil,Ladakh,2019,429407.5777,1041024.617,925.3510862,4800.0,1.420876712,2649.83,5263.281667
Lentil,Madhya Pradesh,2019,379000.0,294483.0,777.0,4800.0,3.862794521,2241.0,5088.96
Lentil,Manipur,2019,664.0,613.0,923.0,4800.0,2.90739726,2594.56,6413.46
Lentil,Nagaland,2019,2210.0,1821.0,824.0,4800.0,4.291726027,2924.96,4885.2
Lentil,Odisha,2019,9340.0,4941.0,529.0,4800.0,4.413178082,3330.98,4822.05
Lentil,Punjab,2019,800.0,434.0,543.0,4800.0,1.941232877,2817.73,6585.52
Lentil,Rajasthan,2019,17020.0,23403.0,1375.0,4800.0,1.792739726,2543.14,4580.69
Lentil,Tripura,2019,2214.0,1656.0,748.0,4800.0,6.345205479,3321.61,4704.83
Lentil,Uttar Pradesh,2019,463000.0,452814.0,978.0,4800.0,2.394109589,2877.0,5176.0775
Lentil,Uttarakhand,2019,11000.0,11154.0,1014.0,4800.0,4.201315068,2805.75,4973.93
Lentil,West Bengal,2019,172025.0,143813.0,836.0,4800.0,4.697041096,2486.0,4940.4825
Linseed,Assam,2019,4885.0,3038.0,622.0,5682.4,5.826712329,4063.88,3324.0
Linseed,Bihar,2019,8254.0,6975.0,845.0,5668.75,3.32509589,3245.81,5025.7
Linseed,Chhattisgarh,2019,15680.0,4453.0,284.0,5683.8,3.877863014,4435.58,4553.649167
Linseed,Himachal Pradesh,2019,820.0,344.0,420.0,5683.8,3.314136986,4255.29,7613.0
Linseed,Jammu And Kashmir,2019,125.0,0.0,0.0,5683.8,3.29139726,4399.4,6524.6
Linseed,Jharkhand,2019,39541.0,23092.0,584.0,5682.4,3.205917808,4182.95,4665.406667
Linseed,Karnataka,2019,1000.0,513.0,513.0,5682.4,3.678,4352.94,6716.02
Linseed,Madhya Pradesh,2019,52000.0,45084.0,867.0,5668.75,3.862794521,3256.04,4963.468333
Linseed,Maharashtra,2019,5490.0,1938.0,353.0,5683.8,4.069369863,4430.67,4568.72
Linseed,Meghalaya,2019,90.0,54.0,600.0,5682.4,10.57309589,4030.32,7045.46
Linseed,Nagaland,2019,5860.0,4770.0,814.0,5668.75,4.291726027,3459.61,4582.5
Linseed,Odisha,2019,10170.0,5044.0,496.0,5682.4,4.413178082,4231.62,4205.64
Linseed,Rajasthan,2019,4795.0,4622.0,964.0,5684.82,1.792739726,2907.21,4597.958333
Linseed,Uttar Pradesh,2019,27001.0,18576.0,688.0,5682.4,2.394109589,4065.52,4853.525
Linseed,West Bengal,2019,4055.0,2096.0,517.0,5682.4,4.697041096,4085.25,4058.11
Maize,Andaman And Nicobar Islands,2019,0.0,0.0,0.0,1760.0,0.0,1813.21,2298.81
Maize,Andhra Pradesh,2019,301000.0,2016982.0,6701.0,1760.0,2.567726027,800.0,2031.6
Maize,Arunachal Pradesh,2019,51756.0,80203.0,1550.0,1760.0,7.009479452,1599.55,2472.67
Maize,Assam,2019,36636.0,128043.0,3495.0,1760.0,5.826712329,1082.55,1668.56
Maize,Bihar,2019,673138.0,2002689.0,2975.0,1760.0,3.32509589,813.0,2163.77
Maize,Chandigarh,2019,80.0,240.0,3000.0,1760.0,2.575342466,1084.24,1810.03
Maize,Chhattisgarh,2019,128180.0,344932.0,2691.0,1760.0,3.877863014,1310.31,2189.17
Maize,Delhi,2019,20.0,102.0,5100.0,1760.0,1.368410959,1023.7,1890.31
Maize,Gujarat,2019,438360.0,795799.0,1815.0,1760.0,2.93460274,1533.0,2390.234
Maize,Haryana,2019,6000.0,16998.0,2833.0,1760.0,1.095753425,1289.29,2260.19
Maize,Himachal Pradesh,2019,287444.0,730108.0,2540.0,1760.0,3.314136986,1449.0,2368.11
Maize,Jammu And Kashmir,2019,268669.0,541368.0,2015.0,1760.0,3.29139726,1450.08,2425.56
Maize,Jharkhand,2019,256771.0,510811.0,1989.0,1760.0,3.205917808,1457.62,2488.63
Maize,Karnataka,2019,1424000.0,4258022.0,2990.0,1760.0,3.678,1009.0,2654.98
Maize,Kerala,2019,113.0,140.0,1239.0,1760.0,7.62169863,1765.98,2467.49
Maize,Madhya Pradesh,2019,1404000.0,4069785.0,2899.0,1760.0,3.862794521,1001.0,2640.44
Maize,Maharashtra,2019,1126650.0,1960141.0,1740.0,1760.0,4.069369863,1604.71,2383.894
Maize,Manipur,2019,2216.8,4939.0,2228.0,1760.0,2.90739726,1340.65,2291.8
Maize,Meghalaya,2019,18170.0,41755.0,2298.0,1760.0,10.57309589,1315.65,2457.83
Maize,Mizoram,2019,6353.0,10970.0,1727.0,1760.0,5.126410959,1598.87,2891.93
Maize,Nagaland,2019,69130.0,137159.0,1984.0,1760.0,4.291726027,1501.72,2498.83
Maize,Odisha,2019,65070.0,188989.0,2904.0,1760.0,4.413178082,1242.2,1843.73
Maize,Punjab,2019,114600.0,410383.0,3581.0,1760.0,1.941232877,919.0,1931.53
Maize,Rajasthan,2019,891110.0,1207063.0,1355.0,1760.0,1.792739726,1610.0,2408.65
Maize,Sikkim,2019,38387.0,67907.0,1769.0,1760.0,8.967835616,1600.29,2535.56
Maize,Tamil Nadu,2019,333560.0,2476197.0,7424.0,1760.0,2.565068493,1107.0,2025.81
Maize,Telangana,2019,561000.0,2999735.0,5347.0,1760.0,3.049972603,980.55,2011.1
Maize,Tripura,2019,14635.0,22972.0,1570.0,1760.0,6.345205479,1599.55,2618.22
Maize,Uttar Pradesh,2019,729000.0,1693572.0,2323.0,1760.0,2.394109589,1278.0,2466.45
Maize,Uttarakhand,2019,21000.0,40341.0,1921.0,1760.0,4.201315068,1602.23,2556.22
Maize,West Bengal,2019,302026.0,2007621.0,6647.0,1760.0,4.697041096,863.29,1861.9
Mesta,Andhra Pradesh,2019,2000.0,21311.0,1918.0,1958.8,2.567726027,1571.23,3647.8
Mesta,Assam,2019,3221.0,20006.0,1118.0,5463.55,5.826712329,3161.41,1537.0
Mesta,Bihar,2019,13697.0,155309.0,2041.0,1958.8,3.32509589,1459.13,3631.6
Mesta,Chhattisgarh,2019,970.0,1924.0,357.0,5528.15,3.877863014,4172.73,4457.015
Mesta,Meghalaya,2019,4480.0,26457.0,1063.0,5464.08,10.57309589,3289.17,2151.51
Mesta,Nagaland,2019,1960.0,12021.0,1104.0,5463.55,4.291726027,3351.6,3471.95
Mesta,Odisha,2019,4690.0,23424.0,899.0,5510.65,4.413178082,3113.45,3187.55
Mesta,Tripura,2019,430.0,2130.0,892.0,5510.65,6.345205479,3391.26,4444.75
Mesta,West Bengal,2019,12434.0,166211.0,2406.0,1958.8,4.697041096,1334.39,3831.97
Moong,Andaman And Nicobar Islands,2019,363.5,217.0,597.0,7050.0,0.0,5229.55,9050.916667
Moong,Andhra Pradesh,2019,107000.0,86464.0,808.0,7050.0,2.567726027,3065.0,7770.738833
Moong,Arunachal Pradesh,2019,1318.0,1354.0,1027.0,7050.0,7.009479452,3712.31,6125.13
Moong,Assam,2019,10837.0,7792.0,719.0,7050.0,5.826712329,3998.68,6619.16
Moong,Bihar,2019,165668.0,110054.0,664.0,7050.0,3.32509589,5111.0,7992.215214
Moong,Chhattisgarh,2019,10640.0,4141.0,389.0,7050.0,3.877863014,4929.62,7162.44
Moong,Gujarat,2019,134920.0,104113.0,772.0,7050.0,2.93460274,3844.79,7893.6275
Moong,Haryana,2019,20170.0,12001.0,595.0,7050.0,1.095753425,5041.37,7528.198333
Moong,Himachal Pradesh,2019,117.0,83.0,710.0,7050.0,3.314136986,4923.0,8983.09
Moong,Jammu And Kashmir,2019,308.0,132.0,428.0,7050.0,3.29139726,5237.7,9345.51
Moong,Jharkhand,2019,22936.0,18555.0,809.0,7050.0,3.205917808,3931.61,7224.26
Moong,Karnataka,2019,382300.0,141062.0,369.0,7050.0,3.678,4589.0,7775.844833
Moong,Kerala,2019,-28676.14481,-2732751.429,-5832.646586,7050.0,7.62169863,4388.62,8301.69
Moong,Madhya Pradesh,2019,334200.0,247794.0,741.0,7050.0,3.862794521,4318.78,7344.470833
Moong,Maharashtra,2019,386790.0,150848.0,390.0,7050.0,4.069369863,5955.0,7256.6375
Moong,Manipur,2019,433.0,388.0,896.0,7050.0,2.90739726,3958.02,8050.23
Moong,Nagaland,2019,480.0,500.0,1042.0,7050.0,4.291726027,3927.9,7295.87
Moong,Odisha,2019,240140.0,80722.0,336.0,7050.0,4.413178082,4320.0,7193.3625
Moong,Puducherry,2019,650.2,172.0,264.0,7050.0,3.491369863,5284.7,7831.16
Moong,Punjab,2019,25400.0,21986.0,866.0,7050.0,1.941232877,3849.26,7327.435
Moong,Rajasthan,2019,2326520.0,1303320.0,560.0,7050.0,1.792739726,4407.0,7635.009881
Moong,Tamil Nadu,2019,171940.0,76464.0,445.0,7050.0,2.565068493,5231.35,8381.127833
Moong,Telangana,2019,66000.0,52968.0,803.0,7050.0,3.049972603,3972.16,7470.160833
Moong,Tripura,2019,4032.0,2681.0,665.0,7050.0,6.345205479,4039.69,6169.57
Moong,Uttar Pradesh,2019,93000.0,53003.0,570.0,7050.0,2.394109589,5152.27,7514.7075
Moong,West Bengal,2019,74382.0,32058.0,431.0,7050.0,4.697041096,4113.02,6970.7555
Nigerseed,Andhra Pradesh,2019,4000.0,1324.0,331.0,5940.0,2.567726027,4513.66,5034.485
Nigerseed,Assam,2019,5715.0,3189.0,558.0,5940.0,5.826712329,3947.61,3678.0
Nigerseed,Chhattisgarh,2019,51030.0,9696.0,190.0,5940.0,3.877863014,4528.78,4883.404167
Nigerseed,Gujarat,2019,2980.0,1341.0,450.0,5940.0,2.93460274,4402.32,4891.995
Nigerseed,Jharkhand,2019,3117.0,1496.0,480.0,5940.0,3.205917808,4445.6,4801.805
Nigerseed,Karnataka,2019,1000.0,248.0,248.0,5940.0,3.678,4624.5,6534.13
Nigerseed,Madhya Pradesh,2019,6000.0,1998.0,333.0,5940.0,3.862794521,4548.21,4659.285
Nigerseed,Maharashtra,2019,8130.0,1626.0,200.0,5940.0,4.069369863,4545.31,4797.419167
Nigerseed,Odisha,2019,53040.0,19678.0,371.0,5940.0,4.413178082,3912.0,4224.33
